dataset,experiment,success,latency_ms,detail
SQuAD,ingestion,True,1.33,56d440df2ccc5a1400d830d5
SQuAD,ingestion,True,1.33,56be8a583aeaaa14008c9094
SQuAD,ingestion,True,1.33,56be8a583aeaaa14008c9095
SQuAD,ingestion,True,1.33,56be8a583aeaaa14008c9097
SQuAD,ingestion,True,1.33,56bf76ef3aeaaa14008c9664
SQuAD,ingestion,True,1.33,56bf76ef3aeaaa14008c9665
SQuAD,ingestion,True,1.33,56bf76ef3aeaaa14008c9666
SQuAD,ingestion,True,1.33,56bf76ef3aeaaa14008c9667
SQuAD,ingestion,True,1.33,56d443ef2ccc5a1400d830db
SQuAD,ingestion,True,4.84,56d443ef2ccc5a1400d830dc
SQuAD,ingestion,True,4.84,56d443ef2ccc5a1400d830dd
SQuAD,ingestion,True,4.84,56d443ef2ccc5a1400d830df
SQuAD,ingestion,True,4.84,56be8bab3aeaaa14008c909f
SQuAD,ingestion,True,4.84,56be8bab3aeaaa14008c90a0
SQuAD,ingestion,True,4.84,56be8bab3aeaaa14008c90a1
SQuAD,ingestion,True,4.84,56bf79c73aeaaa14008c966d
SQuAD,ingestion,True,4.84,56bf79c73aeaaa14008c966e
SQuAD,ingestion,True,4.84,56bf79c73aeaaa14008c966f
SQuAD,ingestion,True,4.84,56bf79c73aeaaa14008c9670
SQuAD,ingestion,True,2.9,56bf79c73aeaaa14008c9671
SQuAD,ingestion,True,2.9,56d45abf2ccc5a1400d830e5
SQuAD,ingestion,True,2.9,56d45abf2ccc5a1400d830e6
SQuAD,ingestion,True,2.9,56d45abf2ccc5a1400d830e7
SQuAD,ingestion,True,2.9,56d45abf2ccc5a1400d830e8
SQuAD,ingestion,True,2.9,56d45abf2ccc5a1400d830e9
SQuAD,ingestion,True,2.9,56be8c8a3aeaaa14008c90a9
SQuAD,ingestion,True,2.9,56be8c8a3aeaaa14008c90ab
SQuAD,ingestion,True,2.9,56be8c8a3aeaaa14008c90ac
SQuAD,ingestion,True,2.9,56bf7cb63aeaaa14008c9677
SQuAD,ingestion,True,5.11,56bf7cb63aeaaa14008c9678
SQuAD,ingestion,True,5.11,56bf7cb63aeaaa14008c9679
SQuAD,ingestion,True,5.11,56bf7cb63aeaaa14008c967a
SQuAD,ingestion,True,5.11,56bf7cb63aeaaa14008c967b
SQuAD,ingestion,True,5.11,56d45fcb2ccc5a1400d830f9
SQuAD,ingestion,True,5.11,56d45fcb2ccc5a1400d830fa
SQuAD,ingestion,True,5.11,56d45fcb2ccc5a1400d830fb
SQuAD,ingestion,True,5.11,56d45fcb2ccc5a1400d830fc
SQuAD,ingestion,True,5.11,56d45fcb2ccc5a1400d830fd
SQuAD,ingestion,True,5.11,56be8d423aeaaa14008c90b2
SQuAD,ingestion,True,1.77,56be8d423aeaaa14008c90b3
SQuAD,ingestion,True,1.77,56be8d423aeaaa14008c90b6
SQuAD,ingestion,True,1.77,56bf7e603aeaaa14008c9681
SQuAD,ingestion,True,1.77,56bf7e603aeaaa14008c9682
SQuAD,ingestion,True,1.77,56bf7e603aeaaa14008c9685
SQuAD,ingestion,True,1.77,56d462f82ccc5a1400d8311f
SQuAD,ingestion,True,1.77,56d462f82ccc5a1400d83120
SQuAD,ingestion,True,1.77,56d462f82ccc5a1400d83121
SQuAD,ingestion,True,1.77,56d462f82ccc5a1400d83123
SQuAD,ingestion,True,1.77,56be8e353aeaaa14008c90c6
SQuAD,ingestion,True,2.27,56be8e353aeaaa14008c90c7
SQuAD,ingestion,True,2.27,56be8e353aeaaa14008c90c8
