dataset,experiment,success,latency_ms,detail
SQuAD,ingestion,True,2.27,56be8e353aeaaa14008c90c9
SQuAD,ingestion,True,2.27,56bf89cfa10cfb1400551162
SQuAD,ingestion,True,2.27,56bf89cfa10cfb1400551163
SQuAD,ingestion,True,2.27,56d4831f2ccc5a1400d83154
SQuAD,ingestion,True,2.27,56d4831f2ccc5a1400d83155
SQuAD,ingestion,True,2.27,56d4831f2ccc5a1400d83156
SQuAD,ingestion,True,2.27,56d4831f2ccc5a1400d83157
SQuAD,ingestion,True,2.27,56d4831f2ccc5a1400d83158
SQuAD,ingestion,True,1.72,56be8fdf3aeaaa14008c90da
SQuAD,ingestion,True,1.72,56be8fdf3aeaaa14008c90db
SQuAD,ingestion,True,1.72,56be8fdf3aeaaa14008c90dc
SQuAD,ingestion,True,1.72,56be8fdf3aeaaa14008c90dd
SQuAD,ingestion,True,1.72,56be8fdf3aeaaa14008c90de
SQuAD,ingestion,True,1.72,56bf8c8aa10cfb140055116b
SQuAD,ingestion,True,1.72,56bf8c8aa10cfb140055116c
SQuAD,ingestion,True,1.72,56bf8c8aa10cfb140055116d
SQuAD,ingestion,True,1.72,56bf8c8aa10cfb140055116e
SQuAD,ingestion,True,1.72,56bf8c8aa10cfb140055116f
SQuAD,ingestion,True,1.87,56d484312ccc5a1400d8315e
SQuAD,ingestion,True,1.87,56d484312ccc5a1400d8315f
SQuAD,ingestion,True,1.87,56d484312ccc5a1400d83160
SQuAD,ingestion,True,1.87,56d484312ccc5a1400d83161
SQuAD,ingestion,True,1.87,56d484312ccc5a1400d83162
SQuAD,ingestion,True,1.87,56be90ee3aeaaa14008c90e4
SQuAD,ingestion,True,1.87,56be90ee3aeaaa14008c90e5
SQuAD,ingestion,True,1.87,56be90ee3aeaaa14008c90e6
SQuAD,ingestion,True,1.87,56be90ee3aeaaa14008c90e7
SQuAD,ingestion,True,1.87,56be90ee3aeaaa14008c90e8
SQuAD,ingestion,True,2.34,56bf8fc1a10cfb1400551175
SQuAD,ingestion,True,2.34,56bf8fc1a10cfb1400551176
SQuAD,ingestion,True,2.34,56bf8fc1a10cfb1400551177
SQuAD,ingestion,True,2.34,56bf8fc1a10cfb1400551178
SQuAD,ingestion,True,2.34,56d4b9702ccc5a1400d83172
SQuAD,ingestion,True,2.34,56d4b9702ccc5a1400d83173
SQuAD,ingestion,True,2.34,56d4b9702ccc5a1400d83174
SQuAD,ingestion,True,2.34,56d4b9702ccc5a1400d83175
SQuAD,ingestion,True,2.34,56d4b9702ccc5a1400d83176
SQuAD,ingestion,True,2.34,56be91b23aeaaa14008c90f0
SQuAD,ingestion,True,2.52,56be91b23aeaaa14008c90f2
SQuAD,ingestion,True,2.52,56bf91c6a10cfb140055117f
SQuAD,ingestion,True,2.52,56bf91c6a10cfb1400551181
SQuAD,ingestion,True,2.52,56bf91c6a10cfb1400551182
SQuAD,ingestion,True,2.52,56bf91c6a10cfb1400551183
SQuAD,ingestion,True,2.52,56d4baf92ccc5a1400d8317c
SQuAD,ingestion,True,2.52,56d4baf92ccc5a1400d8317d
SQuAD,ingestion,True,2.52,56d4baf92ccc5a1400d8317e
SQuAD,ingestion,True,2.52,56d4baf92ccc5a1400d8317f
SQuAD,ingestion,True,2.52,56be932e3aeaaa14008c90f9
SQuAD,ingestion,True,1.05,56be932e3aeaaa14008c90fa
SQuAD,ingestion,True,1.05,56be932e3aeaaa14008c90fb
SQuAD,ingestion,True,1.05,56be932e3aeaaa14008c90fc
SQuAD,ingestion,True,1.05,56bf940da10cfb1400551189
SQuAD,ingestion,True,1.05,56bf940da10cfb140055118a
SQuAD,ingestion,True,1.05,56bf940da10cfb140055118b
SQuAD,ingestion,True,1.05,56d4bc642ccc5a1400d83190
SQuAD,ingestion,True,1.05,56d4bc642ccc5a1400d83191
SQuAD,ingestion,True,1.05,56d4bc642ccc5a1400d83192
SQuAD,ingestion,True,1.05,56d4bc642ccc5a1400d83193
SQuAD,ingestion,True,4.27,56be94703aeaaa14008c9102
SQuAD,ingestion,True,4.27,56be94703aeaaa14008c9103
SQuAD,ingestion,True,4.27,56be94703aeaaa14008c9104
SQuAD,ingestion,True,4.27,56be94703aeaaa14008c9105
SQuAD,ingestion,True,4.27,56be94703aeaaa14008c9106
SQuAD,ingestion,True,4.27,56bf95eaa10cfb1400551194
SQuAD,ingestion,True,4.27,56bf95eaa10cfb1400551195
SQuAD,ingestion,True,4.27,56bf95eaa10cfb1400551196
SQuAD,ingestion,True,4.27,56d4bd272ccc5a1400d831a0
SQuAD,ingestion,True,4.27,56d4bd272ccc5a1400d831a1
SQuAD,ingestion,True,5.02,56d4bd272ccc5a1400d831a2
SQuAD,ingestion,True,5.02,56d4bd272ccc5a1400d831a3
SQuAD,ingestion,True,5.02,56d4bd272ccc5a1400d831a4
SQuAD,ingestion,True,5.02,56be95823aeaaa14008c910c
SQuAD,ingestion,True,5.02,56be95823aeaaa14008c910d
SQuAD,ingestion,True,5.02,56be95823aeaaa14008c910e
SQuAD,ingestion,True,5.02,56be95823aeaaa14008c910f
SQuAD,ingestion,True,5.02,56be95823aeaaa14008c9110
SQuAD,ingestion,True,5.02,56bf97aba10cfb140055119e
SQuAD,ingestion,True,5.02,56bf97aba10cfb140055119f
SQuAD,ingestion,True,3.78,56bf97aba10cfb14005511a0
SQuAD,ingestion,True,3.78,56bf97aba10cfb14005511a1
SQuAD,ingestion,True,3.78,56d4bf242ccc5a1400d831be
